X,Y
19.723756906077348, 0.03314917127071826
20.441008205564092, 0.045303867403314935
21.270718232044196, 0.04751381215469608
23.101768609630913, 0.04198895027624305
23.934747785151522, 0.04972375690607744
24.226682794468598, 0.04309392265193368
25.411422406747523, 0.045303867403314935
25.83281571806859, 0.05745856353591161
26.95838373271437, 0.059668508287292754
28.1463924940338, 0.06740331491712714
28.7959724083821, 0.06519337016574578
29.452744450619505, 0.07513812154696131
30.337703095884144, 0.07071823204419903
31.060185033835694, 0.09171270718232039
31.4093301513616, 0.08176795580110507
32.0634868743666, 0.0872928176795581
32.94779168982314, 0.08176795580110507
34.071398215044624, 0.08066298342541434
33.55585341135703, 0.1093922651933702
34.617673019712974, 0.10386740331491717
35.03514335218543, 0.1093922651933702
35.92794795514728, 0.11823204419889499
35.85112295269542, 0.08839779005524873
36.69064042629704, 0.10718232044198894
37.46902481284122, 0.1226519337016575
38.11664323776522, 0.11712707182320448
38.881297198339276, 0.1093922651933702
39.540030730000986, 0.1226519337016575
40.208571708784206, 0.15248618784530388
40.73457778940142, 0.14143646408839783
41.14420216417667, 0.13370165745856355
42.265193370165754, 0.12817679558011053
41.584556539932656, 0.17790055248618797
42.65356827617771, 0.1845303867403315
43.12105658896989, 0.1745856353591161
43.41626074732747, 0.17348066298342546
43.965804701036326, 0.20220994475138132
44.69220961783648, 0.22983425414364644
45.141390696001835, 0.18895027624309402
45.62064794533983, 0.19889502762430944
46.11298179083985, 0.23093922651933713
46.6988132988983, 0.2209944751381216
47.07018862989965, 0.24861878453038683
49.030697309490336, 0.26187845303867413
47.628886200921905, 0.29281767955801113
48.2810814345026, 0.29502762430939233
48.931315178659, 0.29392265193370176
49.64006669064044, 0.2917127071823205
50.718885874007, 0.3149171270718233
52.13181208931316, 0.3027624309392266
52.8490633887999, 0.3149171270718233
50.10265127987186, 0.3734806629834255
51.17231684592501, 0.3812154696132598
51.59959462551898, 0.40331491712707196
53.18088201641113, 0.3756906077348068
53.68171564941646, 0.4220994475138123
54.234855667069866, 0.3569060773480664
55.71087645885776, 0.3513812154696134
55.14073686619374, 0.3878453038674034
54.89914675210043, 0.47955801104972384
56.32024584000785, 0.5812154696132599
